ORGAO,FUNCAO,SUBFUNCAO,ACAO
SECRETARIA MUNICIPAL DA GESTAO REGIONAL,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,"2003 - SERVICOS COMPLEMENTARES (ARBORIZACAO, ANTIPICHACAO, SINALIZACAO, GRAFITE ARTISTICO, DENTRE OUTROS) EM EQUIPAMENTOS URBANOS"
SECRETARIA MUNICIPAL DA GESTAO REGIONAL,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,2533 - MANUTENCAO DOS SERVICOS URBANOS
SECRETARIA MUNICIPAL DA GESTAO REGIONAL,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,2836 - MANUTENCAO DE PREDIOS PUBLICOS
SECRETARIA MUNICIPAL DA GESTAO REGIONAL,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,2943 - MANUTENCAO DE VIAS E ESPACOS PUBLICOS
SECRETARIA MUNICIPAL DA GESTAO REGIONAL,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,"2984 - LIMPEZA, MANUTENCAO DE RUAS, AVENIDAS, CANTEIROS E PRACAS"
SECRETARIA MUNICIPAL DA GESTAO REGIONAL,15 - URBANISMO,452 - SERVICOS URBANOS,"2001 - REVITALIZACAO, ARBORIZACAO E PAISAGISMO DE VIAS E LOGRADOUROS PUBLICOS"
SECRETARIA MUNICIPAL DA GESTAO REGIONAL,15 - URBANISMO,452 - SERVICOS URBANOS,2533 - MANUTENCAO DOS SERVICOS URBANOS
SECRETARIA MUNICIPAL DA GESTAO REGIONAL,18 - GESTAO AMBIENTAL,541 - PRESERVACAO E CONSERVACAO AMBIENTAL,"1139 - LIMPEZA E DESOBSTRUCAO DE LAGOAS, CANAIS, RIACHOS E BUEIROS"
SECRETARIA MUNICIPAL DA INFRAESTRUTURA,06 - SEGURANCA PUBLICA,451 - INFRA-ESTRUTURA URBANA,1501 - IMPLANTACAO E RECUPERACAO DA INFRAESTRUTURA DE MONITORAMENTO E SEGURANCA DE BAIRROS
SECRETARIA MUNICIPAL DA INFRAESTRUTURA,12 - EDUCACAO,451 - INFRA-ESTRUTURA URBANA,1031 - REQUALIFICACAO E AMPLIACAO DE EQUIPAMENTOS DE EDUCACAO
SECRETARIA MUNICIPAL DA INFRAESTRUTURA,12 - EDUCACAO,451 - INFRA-ESTRUTURA URBANA,1453 - CONSTRUCAO DE EQUIPAMENTOS DE EDUCACAO
SECRETARIA MUNICIPAL DA INFRAESTRUTURA,13 - CULTURA,451 - INFRA-ESTRUTURA URBANA,"1446 - CONSTRUCAO, AMPLIACAO E REFORMA DE EQUIPAMENTOS CULTURAIS"
SECRETARIA MUNICIPAL DA INFRAESTRUTURA,13 - CULTURA,451 - INFRA-ESTRUTURA URBANA,1450 - CONSTRUCAO DE EQUIPAMENTOS PUBLICOS
SECRETARIA MUNICIPAL DA INFRAESTRUTURA,15 - URBANISMO,122 - ADMINISTRACAO GERAL,"1796 - AQUISICAO DE EQUIPAMENTOS, MOBILIARIOS E VEICULOS"
SECRETARIA MUNICIPAL DA INFRAESTRUTURA,15 - URBANISMO,122 - ADMINISTRACAO GERAL,2016 - MANUTENCAO E FUNCIONAMENTO ADMINISTRATIVO
SECRETARIA MUNICIPAL DA INFRAESTRUTURA,15 - URBANISMO,122 - ADMINISTRACAO GERAL,2195 - REMUNERACAO DE PESSOAL ATIVO DO MUNICIPIO E ENCARGOS SOCIAIS
SECRETARIA MUNICIPAL DA INFRAESTRUTURA,15 - URBANISMO,126 - TECNOLOGIA DA INFORMACAO,1005 - AQUISICAO E IMPLANTACAO DE PRODUTOS E SERVICOS DE TI
SECRETARIA MUNICIPAL DA INFRAESTRUTURA,15 - URBANISMO,128 - FORMACAO DE RECURSOS HUMANOS,2019 - CAPACITACAO DE SERVIDORES
SECRETARIA MUNICIPAL DA INFRAESTRUTURA,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,"1022 - AQUISICAO DE MAQUINAS, EQUIPAMENTOS E VEICULOS"
SECRETARIA MUNICIPAL DA INFRAESTRUTURA,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,"1443 - IMPLANTACAO, RECUPERACAO E AMPLIACAO DA INFRAESTRUTURA VIARIA"
SECRETARIA MUNICIPAL DA INFRAESTRUTURA,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,1444 - IMPLANTACAO E RECUPERACAO DE EQUIPAMENTOS URBANOS
SECRETARIA MUNICIPAL DA INFRAESTRUTURA,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,"1447 - CONSTRUCAO, AMPLIACAO E REFORMA DE EDIFICACOES PUBLICAS"
SECRETARIA MUNICIPAL DA INFRAESTRUTURA,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,"1449 - IMPLANTACAO, RECUPERACAO E AMPLIACAO DE EQUIPAMENTOS URBANOS"
SECRETARIA MUNICIPAL DA INFRAESTRUTURA,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,1450 - CONSTRUCAO DE EQUIPAMENTOS PUBLICOS
SECRETARIA MUNICIPAL DA INFRAESTRUTURA,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,"1451 - IMPLANTACAO, RESTAURACAO E AMPLIACAO DE OBRAS LINEARES DE MOBILIDADE"
SECRETARIA MUNICIPAL DA INFRAESTRUTURA,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,1452 - CONSTRUCAO E REQUALIFICACAO DE EQUIPAMENTOS URBANOS
SECRETARIA MUNICIPAL DA INFRAESTRUTURA,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,1460 - URBANIZACAO DE VIAS PUBLICAS E ESPACOS PUBLICOS
SECRETARIA MUNICIPAL DA INFRAESTRUTURA,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,"1461 - CONSTRUCAO, AMPLIACAO E PAVIMENTACAO DE VIAS E URBANIZACAO DE ESPACOS PUBLICOS"
SECRETARIA MUNICIPAL DA INFRAESTRUTURA,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,"1462 - IMPLANTACAO, RECUPERACAO E AMPLIACAO DE OBRAS LOCALIZADAS DE MOBILIDADE"
SECRETARIA MUNICIPAL DA INFRAESTRUTURA,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,"1488 - IMPLANTACAO, URBANIZACAO E PROTECAO DA COSTA"
SECRETARIA MUNICIPAL DA INFRAESTRUTURA,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,"1673 - GERENCIAMENTO, SUPERVISAO E CONSULTORIA"
SECRETARIA MUNICIPAL DA INFRAESTRUTURA,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,"1674 - DESAPROPRIACAO, INDENIZACAO, LICENCAS E DESPESAS AFINS"
SECRETARIA MUNICIPAL DA INFRAESTRUTURA,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,"1675 - ELABORACAO DE ESTUDOS, PROJETOS E ORCAMENTOS"
SECRETARIA MUNICIPAL DA INFRAESTRUTURA,15 - URBANISMO,451 - INFRA-ESTRUTURA URBANA,"2003 - SERVICOS COMPLEMENTARES (ARBORIZACAO, ANTIPICHACAO, SINALIZACAO, GRAFITE ARTISTICO, DENTRE OUTROS) EM EQUIPAMENTOS URBANOS"
SECRETARIA MUNICIPAL DA INFRAESTRUTURA,17 - SANEAMENTO,512 - SANEAMENTO BASICO URBANO,"1059 - IMPLANTACAO DO SISTEMA DE ESGOTAMENTO SANITARIO, DRENAGEM E PAVIMENTACAO"
SECRETARIA MUNICIPAL DA INFRAESTRUTURA,27 - DESPORTO E LAZER,451 - INFRA-ESTRUTURA URBANA,"1448 - CONSTRUCAO, AMPLIACAO E REFORMA DE EQUIPAMENTOS DE ESPORTE E LAZER"
SECRETARIA MUNICIPAL DA SEGURANCA CIDADA,06 - SEGURANCA PUBLICA,122 - ADMINISTRACAO GERAL,"1796 - AQUISICAO DE EQUIPAMENTOS, MOBILIARIOS E VEICULOS"
SECRETARIA MUNICIPAL DA SEGURANCA CIDADA,06 - SEGURANCA PUBLICA,122 - ADMINISTRACAO GERAL,2016 - MANUTENCAO E FUNCIONAMENTO ADMINISTRATIVO
SECRETARIA MUNICIPAL DA SEGURANCA CIDADA,06 - SEGURANCA PUBLICA,122 - ADMINISTRACAO GERAL,2195 - REMUNERACAO DE PESSOAL ATIVO DO MUNICIPIO E ENCARGOS SOCIAIS
SECRETARIA MUNICIPAL DA SEGURANCA CIDADA,06 - SEGURANCA PUBLICA,126 - TECNOLOGIA DA INFORMACAO,1005 - AQUISICAO E IMPLANTACAO DE PRODUTOS E SERVICOS DE TI
SECRETARIA MUNICIPAL DA SEGURANCA CIDADA,06 - SEGURANCA PUBLICA,128 - FORMACAO DE RECURSOS HUMANOS,2019 - CAPACITACAO DE SERVIDORES
SECRETARIA MUNICIPAL DA SEGURANCA CIDADA,06 - SEGURANCA PUBLICA,181 - POLICIAMENTO,1107 - IMPLANTACAO DO PROJETO CULTURA DE PAZ
SECRETARIA MUNICIPAL DA SEGURANCA CIDADA,06 - SEGURANCA PUBLICA,181 - POLICIAMENTO,1108 - REESTRUTURACAO INSTITUCIONAL DA SESEC E SUBORDINADAS
SECRETARIA MUNICIPAL DA SEGURANCA CIDADA,06 - SEGURANCA PUBLICA,181 - POLICIAMENTO,1373 - PROMOCAO DA SEGURANCA CIDADA: INFRAESTRUTURA E PREVENCAO PRIMARIA
SECRETARIA MUNICIPAL DA SEGURANCA CIDADA,06 - SEGURANCA PUBLICA,181 - POLICIAMENTO,1489 - IMPLEMENTACAO DO PLANO MUNICIPAL DE PROTECAO URBANA
SECRETARIA MUNICIPAL DA SEGURANCA CIDADA,06 - SEGURANCA PUBLICA,182 - DEFESA CIVIL,2073 - PREVENCAO DE DESASTRES EM AREAS VULNERAVEIS
SECRETARIA MUNICIPAL DA SEGURANCA CIDADA,06 - SEGURANCA PUBLICA,182 - DEFESA CIVIL,2074 - ATENDIMENTO A EMERGENCIAS EM CASOS DE DESASTRES
SECRETARIA MUNICIPAL DA SEGURANCA CIDADA,06 - SEGURANCA PUBLICA,182 - DEFESA CIVIL,2075 - ASSISTENCIA A PESSOAS EM SITUACAO DE ABRIGAMENTO
SECRETARIA MUNICIPAL DA SEGURANCA CIDADA,06 - SEGURANCA PUBLICA,182 - DEFESA CIVIL,2076 - ASSISTENCIA A DESABRIGADOS OU DESALOJADOS POR MEIO DE LOCACAO SOCIAL
SECRETARIA MUNICIPAL DAS FINANCAS,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,1125 - REALIZACAO DE CONCURSO PUBLICO E SELECAO DE PESSOAL
SECRETARIA MUNICIPAL DAS FINANCAS,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,1232 - MODERNIZACAO ADMINISTRATIVA E FINANCEIRA
SECRETARIA MUNICIPAL DAS FINANCAS,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2195 - REMUNERACAO DE PESSOAL ATIVO DO MUNICIPIO E ENCARGOS SOCIAIS
SECRETARIA MUNICIPAL DAS FINANCAS,04 - ADMINISTRACAO,126 - TECNOLOGIA DA INFORMACAO,"1156 - AQUISICAO E IMPLANTACAO DE EQUIPAMENTOS, PRODUTOS E SERVICOS DE TIC"
SECRETARIA MUNICIPAL DAS FINANCAS,04 - ADMINISTRACAO,128 - FORMACAO DE RECURSOS HUMANOS,2019 - CAPACITACAO DE SERVIDORES
SECRETARIA MUNICIPAL DAS FINANCAS,04 - ADMINISTRACAO,129 - ADMINISTRACAO DE RECEITAS,1231 - MODERNIZACAO TRIBUTARIA E FISCAL
SECRETARIA MUNICIPAL DE GOVERNO,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,1068 - DESENVOLVIMENTO DE PROJETOS EM PARCERIA PUBLICO - PRIVADA
SECRETARIA MUNICIPAL DE GOVERNO,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,1423 - REALIZACAO DE ESTUDOS E PESQUISAS PARA AVALIACAO DAS ACOES DO MUNICIPIO
SECRETARIA MUNICIPAL DE GOVERNO,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,"1796 - AQUISICAO DE EQUIPAMENTOS, MOBILIARIOS E VEICULOS"
SECRETARIA MUNICIPAL DE GOVERNO,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2007 - GESTAO E SUPERVISAO DO PROREDES
SECRETARIA MUNICIPAL DE GOVERNO,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2016 - MANUTENCAO E FUNCIONAMENTO ADMINISTRATIVO
SECRETARIA MUNICIPAL DE GOVERNO,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2059 - ACAO DE INTEGRACAO DE MONITORAMENTO E POLITICAS PUBLICAS
SECRETARIA MUNICIPAL DE GOVERNO,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2123 - APOIO A GESTAO DE PROGRAMAS E PROJETOS
SECRETARIA MUNICIPAL DE GOVERNO,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2195 - REMUNERACAO DE PESSOAL ATIVO DO MUNICIPIO E ENCARGOS SOCIAIS
SECRETARIA MUNICIPAL DE GOVERNO,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2297 - ACAO DE CAPTACAO DE RECURSOS POR MEIO DA PUBLICIDADE
SECRETARIA MUNICIPAL DE GOVERNO,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,"2475 - CRIACAO, PRODUCAO E VEICULACAO DAS ACOES DO GOVERNO MUNICIPAL"
SECRETARIA MUNICIPAL DE GOVERNO,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2822 - MONITORAMENTO DE CONTEUDOS INFORMATIVOS
SECRETARIA MUNICIPAL DE GOVERNO,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2826 - ASSESSORAMENTO DE IMPRENSA E RELACOES PUBLICAS PARA O GOVERNO MUNICIPAL
SECRETARIA MUNICIPAL DE GOVERNO,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,"2995 - REALIZACAO, COORDENACAO E MOBILIZACAO DE EVENTOS GOVERNAMENTAIS"
SECRETARIA MUNICIPAL DE GOVERNO,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2996 - REALIZACAO DE EVENTOS INSTITUCIONAIS
SECRETARIA MUNICIPAL DE GOVERNO,04 - ADMINISTRACAO,126 - TECNOLOGIA DA INFORMACAO,1005 - AQUISICAO E IMPLANTACAO DE PRODUTOS E SERVICOS DE TI
SECRETARIA MUNICIPAL DE GOVERNO,13 - CULTURA,122 - ADMINISTRACAO GERAL,"2995 - REALIZACAO, COORDENACAO E MOBILIZACAO DE EVENTOS GOVERNAMENTAIS"
SECRETARIA MUNICIPAL DE GOVERNO,13 - CULTURA,122 - ADMINISTRACAO GERAL,2997 - APOIAR EVENTOS CULTURAIS DIVERSOS
SECRETARIA MUNICIPAL DE GOVERNO,23 - COMERCIO E SERVICOS,695 - TURISMO,1520 - GESTAO E SUPERVISAO
SECRETARIA MUNICIPAL DO DESENVOLVIMENTO ECONOMICO,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,1005 - AQUISICAO E IMPLANTACAO DE PRODUTOS E SERVICOS DE TI
SECRETARIA MUNICIPAL DO DESENVOLVIMENTO ECONOMICO,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,"1796 - AQUISICAO DE EQUIPAMENTOS, MOBILIARIOS E VEICULOS"
SECRETARIA MUNICIPAL DO DESENVOLVIMENTO ECONOMICO,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2016 - MANUTENCAO E FUNCIONAMENTO ADMINISTRATIVO
SECRETARIA MUNICIPAL DO DESENVOLVIMENTO ECONOMICO,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2195 - REMUNERACAO DE PESSOAL ATIVO DO MUNICIPIO E ENCARGOS SOCIAIS
SECRETARIA MUNICIPAL DO DESENVOLVIMENTO ECONOMICO,11 - TRABALHO,333 - EMPREGABILIDADE,"1173 - ATENDIMENTO AO MICROEMPREENDEDOR INDIVIDUAL, AS MICROEMPRESAS E EMPRESAS DE PEQUENO PORTE"
SECRETARIA MUNICIPAL DO DESENVOLVIMENTO ECONOMICO,11 - TRABALHO,333 - EMPREGABILIDADE,1174 - FOMENTO A TRANSFORMACAO PRODUTIVA LOCAL
SECRETARIA MUNICIPAL DO DESENVOLVIMENTO ECONOMICO,11 - TRABALHO,333 - EMPREGABILIDADE,"1212 - IMPLANTACAO DE EQUIPAMENTO DE DESENVOLVIMENTO PARA O TRABALHO, EMPREGO E RENDA"
SECRETARIA MUNICIPAL DO DESENVOLVIMENTO ECONOMICO,11 - TRABALHO,333 - EMPREGABILIDADE,"1271 - FOMENTO A FEIRAS DE MICROEMPREENDEDOR INDIVIDUAL, MICROEMPRESAS E EMPRESAS DE PEQUENO PORTE"
SECRETARIA MUNICIPAL DO DESENVOLVIMENTO ECONOMICO,11 - TRABALHO,333 - EMPREGABILIDADE,1275 - ELABORACAO DE ESTUDOS E PESQUISAS
SECRETARIA MUNICIPAL DO DESENVOLVIMENTO ECONOMICO,11 - TRABALHO,333 - EMPREGABILIDADE,1278 - IMPLEMENTACAO E MANUTENCAO DA REDE MUNICIPAL DE QUALIFICACAO
SECRETARIA MUNICIPAL DO DESENVOLVIMENTO ECONOMICO,11 - TRABALHO,333 - EMPREGABILIDADE,1394 - PROMOCAO E FORTALECIMENTO A QUALIFICACAO PROFISSIONAL
SECRETARIA MUNICIPAL DO DESENVOLVIMENTO ECONOMICO,11 - TRABALHO,333 - EMPREGABILIDADE,"1796 - AQUISICAO DE EQUIPAMENTOS, MOBILIARIOS E VEICULOS"
SECRETARIA MUNICIPAL DO DESENVOLVIMENTO ECONOMICO,11 - TRABALHO,333 - EMPREGABILIDADE,1856 - INSERCAO E ARTICULACAO PARA O MERCADO DE TRABALHO
SECRETARIA MUNICIPAL DO DESENVOLVIMENTO ECONOMICO,11 - TRABALHO,333 - EMPREGABILIDADE,2126 - MANUTENCAO DE EQUIPAMENTO DE APOIO AO DESENVOLVIMENTO ECONOMICO
SECRETARIA MUNICIPAL DO DESENVOLVIMENTO HABITACIONAL DE FORTALEZA,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,"1604 - CONSTRUCAO, AMPLIACAO E REFORMA DE PREDIOS PUBLICOS"
SECRETARIA MUNICIPAL DO DESENVOLVIMENTO HABITACIONAL DE FORTALEZA,16 - HABITACAO,122 - ADMINISTRACAO GERAL,"1796 - AQUISICAO DE EQUIPAMENTOS, MOBILIARIOS E VEICULOS"
SECRETARIA MUNICIPAL DO DESENVOLVIMENTO HABITACIONAL DE FORTALEZA,16 - HABITACAO,122 - ADMINISTRACAO GERAL,2016 - MANUTENCAO E FUNCIONAMENTO ADMINISTRATIVO
SECRETARIA MUNICIPAL DO DESENVOLVIMENTO HABITACIONAL DE FORTALEZA,16 - HABITACAO,122 - ADMINISTRACAO GERAL,2195 - REMUNERACAO DE PESSOAL ATIVO DO MUNICIPIO E ENCARGOS SOCIAIS
SECRETARIA MUNICIPAL DO DESENVOLVIMENTO HABITACIONAL DE FORTALEZA,16 - HABITACAO,122 - ADMINISTRACAO GERAL,2458 - MANUTENCAO DAS ATIVIDADES DOS CONSELHOS DE POLITICA HABITACIONAL
SECRETARIA MUNICIPAL DO DESENVOLVIMENTO HABITACIONAL DE FORTALEZA,16 - HABITACAO,126 - TECNOLOGIA DA INFORMACAO,1005 - AQUISICAO E IMPLANTACAO DE PRODUTOS E SERVICOS DE TI
SECRETARIA MUNICIPAL DO ESPORTE E LAZER,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,"1796 - AQUISICAO DE EQUIPAMENTOS, MOBILIARIOS E VEICULOS"
SECRETARIA MUNICIPAL DO ESPORTE E LAZER,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2016 - MANUTENCAO E FUNCIONAMENTO ADMINISTRATIVO
SECRETARIA MUNICIPAL DO ESPORTE E LAZER,04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2195 - REMUNERACAO DE PESSOAL ATIVO DO MUNICIPIO E ENCARGOS SOCIAIS
SECRETARIA MUNICIPAL DO ESPORTE E LAZER,04 - ADMINISTRACAO,126 - TECNOLOGIA DA INFORMACAO,1005 - AQUISICAO E IMPLANTACAO DE PRODUTOS E SERVICOS DE TI
SECRETARIA MUNICIPAL DO ESPORTE E LAZER,27 - DESPORTO E LAZER,242 - ASSISTENCIA AO PORTADOR DE DEFICIENCIA,1140 - IMPLANTACAO DE NUCLEOS DE ATIVIDADES ESPORTIVAS E DE LAZER PARA PESSOAS COM DEFICIENCIA
SECRETARIA MUNICIPAL DO ESPORTE E LAZER,27 - DESPORTO E LAZER,812 - DESPORTO COMUNITARIO,1008 - REALIZACAO DE EVENTOS ESPORTIVOS E DE LAZER
SECRETARIA MUNICIPAL DO ESPORTE E LAZER,27 - DESPORTO E LAZER,812 - DESPORTO COMUNITARIO,1088 - AMPLIACAO E FUNCIONAMENTO DOS NUCLEOS DE ESPORTE E LAZER
SECRETARIA MUNICIPAL DO ESPORTE E LAZER,27 - DESPORTO E LAZER,812 - DESPORTO COMUNITARIO,1141 - APOIO E REALIZACAO DE EVENTOS ESPORTIVOS VOLTADOS PARA PESSOAS COM DEFICIENCIA
SECRETARIA MUNICIPAL DO ESPORTE E LAZER,27 - DESPORTO E LAZER,812 - DESPORTO COMUNITARIO,1236 - AQUISICAO E DISTRIBUICAO DE MATERIAL ESPORTIVO
SECRETARIA MUNICIPAL DO ESPORTE E LAZER,27 - DESPORTO E LAZER,812 - DESPORTO COMUNITARIO,1248 - MODERNIZACAO DOS EQUIPAMENTOS ESPORTIVOS DE GRANDE PORTE
SECRETARIA MUNICIPAL DO ESPORTE E LAZER,27 - DESPORTO E LAZER,812 - DESPORTO COMUNITARIO,1263 - IMPLANTACAO DE ACADEMIAS AO AR LIVRE
SECRETARIA MUNICIPAL DO ESPORTE E LAZER,27 - DESPORTO E LAZER,813 - LAZER,"1164 - EVENTOS ESPORTIVOS, DESPORTO E LAZER PARA SERVIDORES MUNICIPAIS"
SECRETARIA MUNICIPAL DO ESPORTE E LAZER,27 - DESPORTO E LAZER,813 - LAZER,2834 - MANUTENCAO DOS EQUIPAMENTOS ESPORTIVOS
"SECRETARIA MUNICIPAL DO PLANEJAMENTO, ORCAMENTO E GESTAO",04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,1011 - IMPLANTACAO DAS ACOES DO PLANO FORTALEZA 2040
"SECRETARIA MUNICIPAL DO PLANEJAMENTO, ORCAMENTO E GESTAO",04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,1378 - AMPLIACAO DO ARQUIVO CENTRAL DA PMF
"SECRETARIA MUNICIPAL DO PLANEJAMENTO, ORCAMENTO E GESTAO",04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,1379 - GESTAO DA REGULARIZACAO DOS BENS IMOVEIS MUNICIPAIS
"SECRETARIA MUNICIPAL DO PLANEJAMENTO, ORCAMENTO E GESTAO",04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,"1604 - CONSTRUCAO, AMPLIACAO E REFORMA DE PREDIOS PUBLICOS"
"SECRETARIA MUNICIPAL DO PLANEJAMENTO, ORCAMENTO E GESTAO",04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,"1796 - AQUISICAO DE EQUIPAMENTOS, MOBILIARIOS E VEICULOS"
"SECRETARIA MUNICIPAL DO PLANEJAMENTO, ORCAMENTO E GESTAO",04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2016 - MANUTENCAO E FUNCIONAMENTO ADMINISTRATIVO
"SECRETARIA MUNICIPAL DO PLANEJAMENTO, ORCAMENTO E GESTAO",04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2020 - GESTAO PATRIMONIAL DE BENS MOVEIS MUNICIPAIS
"SECRETARIA MUNICIPAL DO PLANEJAMENTO, ORCAMENTO E GESTAO",04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2039 - SUPRIMENTO E GESTAO DE TRANSPORTE DA PMF
"SECRETARIA MUNICIPAL DO PLANEJAMENTO, ORCAMENTO E GESTAO",04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2057 - EMISSAO DE LAUDOS DAS CONDICOES DE AMBIENTES DE TRABALHO
"SECRETARIA MUNICIPAL DO PLANEJAMENTO, ORCAMENTO E GESTAO",04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2163 - GESTAO DA TERCEIRIZACAO CORPORATIVA DA PMF
"SECRETARIA MUNICIPAL DO PLANEJAMENTO, ORCAMENTO E GESTAO",04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2164 - LOCACAO DE VEICULOS AUTOMOTIVOS
"SECRETARIA MUNICIPAL DO PLANEJAMENTO, ORCAMENTO E GESTAO",04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2195 - REMUNERACAO DE PESSOAL ATIVO DO MUNICIPIO E ENCARGOS SOCIAIS
"SECRETARIA MUNICIPAL DO PLANEJAMENTO, ORCAMENTO E GESTAO",04 - ADMINISTRACAO,122 - ADMINISTRACAO GERAL,2594 - LOCACAO DE IMOVEIS E CORRELATOS DA GESTAO
"SECRETARIA MUNICIPAL DO PLANEJAMENTO, ORCAMENTO E GESTAO",04 - ADMINISTRACAO,126 - TECNOLOGIA DA INFORMACAO,1061 - IMPLANTACAO DO SPU DIGITAL
"SECRETARIA MUNICIPAL DO PLANEJAMENTO, ORCAMENTO E GESTAO",04 - ADMINISTRACAO,126 - TECNOLOGIA DA INFORMACAO,1062 - IMPLANTACAO E AMPLIACAO DA INFRAESTRUTURA DA REDE DE TIC DA PMF - FIBRAFOR
"SECRETARIA MUNICIPAL DO PLANEJAMENTO, ORCAMENTO E GESTAO",04 - ADMINISTRACAO,126 - TECNOLOGIA DA INFORMACAO,1063 - MODERNIZACAO DA GESTAO DE PESSOAS E FOLHA DE PAGAMENTO
"SECRETARIA MUNICIPAL DO PLANEJAMENTO, ORCAMENTO E GESTAO",04 - ADMINISTRACAO,126 - TECNOLOGIA DA INFORMACAO,1066 - DESENVOLVIMENTO DE SISTEMAS DE TIC
"SECRETARIA MUNICIPAL DO PLANEJAMENTO, ORCAMENTO E GESTAO",04 - ADMINISTRACAO,126 - TECNOLOGIA DA INFORMACAO,"1156 - AQUISICAO E IMPLANTACAO DE EQUIPAMENTOS, PRODUTOS E SERVICOS DE TIC"
"SECRETARIA MUNICIPAL DO PLANEJAMENTO, ORCAMENTO E GESTAO",04 - ADMINISTRACAO,126 - TECNOLOGIA DA INFORMACAO,1359 - AMPLIACAO DA CAPACIDADE DO DATACENTER CORPORATIVO
"SECRETARIA MUNICIPAL DO PLANEJAMENTO, ORCAMENTO E GESTAO",04 - ADMINISTRACAO,126 - TECNOLOGIA DA INFORMACAO,1398 - ELABORACAO E IMPLANTACAO DE ESTRATEGIAS EM GOVERNANCA DE TIC
"SECRETARIA MUNICIPAL DO PLANEJAMENTO, ORCAMENTO E GESTAO",04 - ADMINISTRACAO,126 - TECNOLOGIA DA INFORMACAO,2017 - MANUTENCAO DO DATACENTER
"SECRETARIA MUNICIPAL DO PLANEJAMENTO, ORCAMENTO E GESTAO",04 - ADMINISTRACAO,126 - TECNOLOGIA DA INFORMACAO,2031 - MANUTENCAO DA REDE CORPORATIVA MULTI-SERVICOS
"SECRETARIA MUNICIPAL DO PLANEJAMENTO, ORCAMENTO E GESTAO",04 - ADMINISTRACAO,126 - TECNOLOGIA DA INFORMACAO,2032 - OPERACAO E MANUTENCAO DA REDE FIBRAFOR
